,x,y,z,w,ra,dec,redshift,dist
28793,-20.26,70.45,87.03,37.349,241.7993,18.6101,,113.7888
28794,58.43,64.64,-116.7,36.469,117.0922,18.6109,,145.64095
28795,7.99,155.26,-70.22,37.549,160.6644,18.6129,,170.58827
28796,58.95,64.97,-117.59,36.349,117.0217,18.6156,,146.70927
28797,58.94,64.89,-117.5,35.433,117.0032,18.6222,,146.5977
28798,73.51,90.34,-151.6,37.679,119.1643,18.623,,191.17426
28799,59.6,66.17,-119.11,36.089,117.1688,18.6233,,148.72061
28800,59.61,66.37,-119.2,37.129,117.2262,18.6293,,148.88576
28801,87.44,146.77,-200.2,37.299,125.5161,18.6341,,263.18668
28802,-6.39,71.75,-7.78,36.319,181.4806,18.6337,,72.4529
28803,-4.15,98.51,-23.25,37.562,173.484,18.6348,,101.30155
28804,41.54,161.26,-134.77,36.529,142.076,18.6366,,214.22725
28805,-19.17,78.94,46.54,37.869,220.5044,18.6415,,93.62149
28806,-47.22,213.78,92.42,36.799,213.1116,18.6488,,237.64064
28807,4.72,80.43,-37.46,37.509,159.8945,18.6498,,88.85108
28808,59.93,97.39,-135.53,36.949,124.8597,18.6535,,177.32681
28809,-7.59,229.25,-59.07,35.719,172.1376,18.6542,,236.85953
28810,10.31,64.85,-42.88,38.439,149.7726,18.6543,,78.42521
28811,59.17,66.21,-118.38,37.549,117.3364,18.6558,,147.98201
28812,-19.76,69.07,85.29,38.139,241.7943,18.6598,,111.5146
28813,-46.42,196.36,106.43,36.149,218.3715,18.6635,,228.12148
28814,6.26,129.53,-57.43,36.239,161.1393,18.6637,,141.82881
28815,-35.17,140.3,93.07,36.209,223.6428,18.6665,,171.99722
28816,70.11,106.2,-154.62,37.649,123.4239,18.6683,,200.25284
28817,-49.79,178.64,187.09,37.289,236.8893,18.6731,,263.42734
28818,46.74,55.71,-95.26,38.139,118.5875,18.6782,,119.84448
28819,-39.43,140.53,153.53,36.729,238.1535,18.6779,,211.83688
28820,-28.05,100.78,105.12,36.669,236.7657,18.6788,,148.30247
28821,-35.08,140.17,92.96,35.629,223.6341,18.6815,,171.81326
28822,-36.73,126.49,196.24,37.549,248.3807,18.6836,,236.34499
28823,-41.42,150.46,148.22,37.569,235.0599,18.6841,,215.22778
28824,-26.58,107.1,68.96,38.349,222.8336,18.6843,,130.12451
28825,-30.83,107.25,216.16,36.379,255.3113,18.6859,,243.26569
28826,-46.46,205.52,96.91,37.729,215.0439,18.6894,,231.92358
28827,-30.12,110.36,104.84,38.069,233.9799,18.6973,,155.17078
28828,-15.73,199.26,-26.73,37.979,179.8356,18.6983,,201.6593
28829,39.49,219.5,-153.04,36.029,148.0525,18.6998,,270.48282
28830,-51.7,191.21,174.04,37.829,232.7064,18.7035,,263.6742
28831,72.39,-50.4,-37.23,38.259,45.1975,18.7045,,95.74207
28832,-3.29,216.43,-64.69,35.453,169.594,18.7052,,225.91495
28833,-58.22,236.45,149.04,36.709,222.2628,18.7061,,285.50146
28834,-26.54,107.83,68.03,38.249,222.286,18.714,,130.22964
28835,62.07,101.71,-140.42,38.049,125.0748,18.7143,,184.1613
28836,-46.69,240.25,69.71,37.419,205.5932,18.7148,,254.47888
28837,-6.96,113.67,-20.7,34.953,176.8125,18.7159,,115.74887
28838,-55.77,206.94,186.93,37.909,232.4822,18.7207,,284.3893
28839,-47.17,245.15,68.95,37.359,205.0968,18.7227,,258.9935
28840,-54.63,207.69,168.95,34.639,229.4058,18.7241,,273.24655
28841,-20.03,70.59,86.52,36.539,241.5838,18.7317,,113.445404
28842,-52.41,199.85,161.5,37.469,229.2133,18.7398,,262.2386
28843,-35.27,131.92,116.0,35.829,231.6886,18.7423,,179.17271
28844,87.68,147.48,-199.96,37.759,125.6343,18.7443,,263.4808
28845,-1.41,151.47,-47.09,37.699,168.8488,18.7472,,158.62729
28846,-43.65,167.87,131.48,37.739,228.3114,18.7473,,217.65259
28847,-52.04,193.18,176.16,38.309,232.7649,18.7475,,266.56897
28848,-29.3,188.98,22.6,35.359,195.6615,18.7488,,192.56866
28849,58.96,64.29,-116.6,36.999,116.8739,18.754,,145.61952
28850,-46.01,195.96,106.66,37.539,218.4729,18.7558,,227.80167
28851,58.42,64.24,-115.8,36.819,117.0387,18.7563,,144.73878
28852,85.89,173.78,-209.5,37.759,129.4855,18.7655,,285.42395
28853,32.43,169.34,-121.09,37.519,147.1943,18.7658,,210.6906
28854,-32.51,149.26,63.9,38.169,212.8897,18.7692,,165.5858
28855,-42.98,152.1,186.43,36.869,241.5936,18.7707,,244.41325
28856,83.36,122.69,-181.24,37.009,122.8974,18.7761,,234.20004
28857,-30.46,190.87,26.66,37.609,196.8651,18.7771,,195.11516
28858,90.79,89.11,-173.89,36.769,114.8748,18.7846,,215.45567
28859,-46.33,163.94,203.56,36.269,241.9795,18.7852,,265.44202
28860,85.22,173.84,-208.33,38.429,129.6706,18.7856,,284.40146
28861,-53.42,204.6,165.16,36.139,229.1878,18.7863,,268.3145
28862,-34.92,141.06,93.04,37.079,223.4862,18.79,,172.55078
28863,28.21,196.25,-122.98,37.919,151.3692,18.7945,,233.31084
28864,-12.97,232.37,-44.7,37.329,176.1339,18.7952,,236.9855
28865,-36.59,179.22,62.8,36.579,208.8588,18.7975,,193.3972
28866,23.64,125.81,-88.95,37.349,147.5394,18.7986,,155.88171
28867,-20.74,227.33,-21.14,35.569,182.3973,18.7998,,229.2509
28868,60.05,63.8,-117.6,38.469,116.3915,18.8034,,146.64993
28869,-51.33,192.79,170.59,35.889,231.8794,18.8038,,262.49515
28870,95.36,163.91,-218.62,36.289,126.1274,18.8035,,289.40408
28871,-10.67,206.74,-42.0,37.699,175.455,18.8024,,211.23276
28872,-47.26,248.34,69.23,35.939,204.9447,18.8057,,262.10504
28873,-28.63,103.22,113.57,37.249,238.3859,18.8076,,156.11595
28874,-13.14,276.02,-58.81,37.172,174.834,18.8138,,282.52136
28875,5.13,146.4,-59.73,38.259,163.0774,18.8142,,158.19908
28876,83.65,134.5,-187.16,38.259,124.7526,18.8197,,245.18654
28877,-39.9,164.7,101.84,36.439,221.751,18.8281,,197.71062
28878,-42.79,151.83,191.35,36.109,242.4282,18.8283,,247.98822
28879,-42.72,166.5,127.32,37.869,227.6256,18.8308,,213.91034
28880,-39.72,202.81,62.71,36.159,206.6275,18.8315,,215.96786
28881,-32.59,151.35,63.61,36.093,212.4899,18.832,,167.3773
28882,-19.32,189.91,-11.25,35.953,184.516,18.8345,,191.22142
28883,-45.73,196.24,106.77,36.569,218.4591,18.8393,,228.03772
28884,-39.45,198.11,65.01,36.759,207.6568,18.8452,,212.20314
28885,-2.29,206.55,-62.3,35.429,169.3601,18.855,,215.75319
28886,44.72,207.19,-156.2,36.709,145.4004,18.8562,,263.29834
28887,-11.55,68.9,12.35,36.489,199.2055,18.8611,,70.94459
28888,15.28,67.65,-52.13,37.809,144.6621,18.8694,,86.76138
28889,-18.63,66.42,83.77,37.469,242.4588,18.8711,,108.51777
28890,-36.13,204.64,44.97,35.793,201.5729,18.8744,,212.61516
28891,64.08,-76.58,51.57,33.723,349.7001,18.8752,,112.38419
28892,-40.37,162.43,111.73,37.419,224.6423,18.8763,,201.23825
28893,87.56,170.75,-209.58,36.379,128.8118,18.8766,,284.15857
28894,-20.24,72.83,85.29,36.889,240.2577,18.8799,,113.966
28895,-16.46,182.86,-16.82,37.719,182.4301,18.8837,,184.36818
28896,-21.9,225.73,-15.96,37.759,183.7752,18.8862,,227.35075
28897,-32.81,119.0,132.6,35.859,238.7751,18.8888,,181.16362
28898,-33.83,159.81,64.73,38.289,211.7052,18.8935,,175.70908
28899,35.51,-42.12,27.12,37.389,350.8784,18.8983,,61.404797
28900,-30.15,192.12,26.51,38.649,196.7364,18.8983,,196.26996
28901,-34.54,140.43,93.68,36.499,223.7994,18.9,,172.30652
28902,-10.82,209.28,-41.43,35.819,175.7397,18.9006,,213.61563
28903,125.89,-150.24,101.07,37.019,349.7439,18.903,,220.53456
28904,-41.21,146.19,204.11,36.479,245.4347,18.9039,,254.42223
28905,8.13,195.35,-81.63,38.419,162.4605,18.9115,,211.87538
28906,-50.02,183.64,192.49,35.879,236.9478,18.9131,,270.6992
28907,-54.45,226.84,139.61,37.879,221.6285,18.9168,,271.86786
28908,-32.06,145.92,67.06,36.739,214.4444,18.9172,,163.7606
28909,-48.69,177.74,194.16,38.449,238.1871,18.9235,,267.69446
28910,-39.47,199.55,65.68,36.859,207.6989,18.924,,213.75674
28911,-53.21,208.07,162.71,37.629,228.2745,18.9305,,269.44196
28912,-36.4,212.41,42.81,37.569,200.5017,18.9341,,219.71724
28913,60.15,64.92,-117.75,37.349,116.7501,18.9354,,147.30136
28914,-53.53,209.35,164.04,35.859,228.3339,18.9373,,271.2969
28915,-37.55,133.43,197.03,37.089,247.0507,18.9413,,240.90327
28916,-24.42,88.28,104.96,36.989,240.7197,18.9421,,139.30649
28917,-33.6,173.25,53.85,36.989,206.6991,18.9461,,184.5111
28918,60.05,64.3,-117.2,38.199,116.6041,18.951,,146.54805
28919,-48.61,178.55,191.32,37.309,237.6141,18.9557,,266.16983
28920,32.32,-35.04,11.46,38.659,4.542,18.9582,,49.027702
28921,-27.76,99.9,125.35,35.909,242.3226,18.9582,,162.6753
28922,49.4,165.03,-146.94,37.289,139.7157,18.9583,,226.42134
28923,59.61,65.39,-117.15,37.039,117.0746,18.9592,,146.81052
28924,5.03,155.09,-61.38,36.839,163.7122,18.9611,,166.87035
28925,3.22,105.78,-41.39,35.309,163.9698,18.9627,,113.63498
28926,-48.71,179.13,191.39,36.009,237.5274,18.964,,266.62775
28927,21.18,124.97,-83.29,36.899,149.3388,18.9662,,151.66844
28928,-52.89,229.98,124.67,36.309,218.3634,18.9765,,266.89093
28929,43.31,211.44,-154.17,35.499,146.4272,18.9765,,265.23767
28930,37.44,166.02,-126.93,37.159,144.8509,18.9913,,212.3102
28931,-40.7,256.7,38.91,36.389,197.5299,18.9915,,262.80292
28932,72.43,163.23,-182.29,36.249,131.9169,18.9956,,255.18578
28933,-54.17,213.2,166.39,37.649,228.2211,18.9964,,275.81564
28934,-35.54,176.68,62.78,35.513,209.0971,18.9973,,190.84088
28935,7.72,132.03,-59.36,35.423,160.6136,18.9976,,144.96596
28936,31.82,196.93,-128.08,36.899,150.0877,19.0025,,237.06207
28937,14.37,114.12,-66.57,36.029,153.4185,19.0124,,132.89633
28938,46.05,96.14,-112.41,37.129,130.3469,19.0155,,154.91776
28939,31.43,193.57,-126.04,35.639,150.043,19.0189,,233.11644
28940,-42.84,269.45,41.93,36.709,197.7646,19.0202,,276.03748
28941,32.49,106.6,-95.55,37.899,139.4442,19.0206,,146.79565
28942,-13.37,135.92,-8.0,34.789,184.4778,19.0235,,136.8101
28943,19.12,62.82,-56.26,35.999,139.4777,19.0231,,86.47031
28944,37.81,240.95,-154.39,35.719,150.5411,19.0265,,288.65683
28945,-43.9,207.8,87.09,37.439,212.4099,19.0298,,229.54895
28946,-41.93,172.99,114.19,37.099,223.5114,19.0305,,211.47818
28947,72.19,87.86,-146.04,36.659,119.1671,19.0308,,185.09041
28948,-50.83,186.99,209.25,37.479,238.9265,19.0374,,285.19205
28949,10.07,123.52,-61.17,38.319,158.0598,19.0386,,138.20407
28950,24.31,175.79,-106.44,37.799,152.2766,19.0414,,206.93616
28951,36.99,164.35,-125.14,36.449,144.9567,19.0434,,209.8552
28952,-31.66,149.05,63.87,37.039,212.8863,19.0461,,165.21996
28953,71.29,160.59,-178.96,36.929,131.955,19.0477,,250.79492
28954,17.44,132.8,-78.59,37.399,152.9626,19.0524,,155.2945
28955,-38.15,180.22,76.61,37.929,212.7099,19.0551,,199.5088
28956,-36.93,133.05,197.41,37.309,247.2132,19.0588,,240.90836
28957,-2.1,231.22,-68.6,36.479,169.5633,19.0596,,241.19092
28958,85.83,123.58,-183.09,38.069,122.6169,19.06,,236.9826
28959,-39.56,158.44,118.07,37.709,226.8993,19.0603,,201.51613
28960,-40.69,170.72,107.28,37.749,222.1794,19.062,,205.69392
28961,61.08,175.5,-169.21,37.619,136.9117,19.0625,,251.32259
28962,-24.13,88.33,105.08,37.759,240.7579,19.0676,,139.3781
28963,27.67,171.64,-110.98,38.489,150.2314,19.0728,,206.25829
28964,-20.49,204.74,-10.35,35.543,184.9853,19.0754,,206.02289
28965,32.67,-35.2,11.33,37.269,4.8372,19.08,,49.343063
28966,-26.89,97.17,153.12,37.289,248.9134,19.0846,,183.33252
28967,-48.61,181.18,192.64,35.649,237.4008,19.0921,,268.88528
28968,-33.3,162.68,62.96,36.989,210.7548,19.0968,,177.58838
28969,38.5,224.04,-148.89,38.909,149.3476,19.1028,,271.74326
28970,24.88,202.92,-116.26,36.929,153.8979,19.1054,,235.18488
28971,-48.76,181.97,193.77,38.359,237.448,19.1077,,270.2544
28972,-42.88,247.86,55.45,37.939,201.7566,19.1123,,257.58102
28973,61.33,65.27,-118.73,38.119,116.5479,19.1158,,148.72241
28974,-45.25,207.43,98.83,35.459,215.2548,19.1176,,234.18398
28975,-17.75,64.65,86.52,37.539,244.2504,19.1181,,109.454994
28976,-34.03,174.14,58.71,37.059,208.1037,19.1258,,186.89474
28977,-36.75,134.09,179.4,37.389,244.2441,19.1346,,226.96927
28978,14.41,145.26,-76.41,35.949,156.3419,19.1398,,164.76227
28979,-18.22,282.56,-42.72,37.709,178.5858,19.1399,,286.35138
28980,-33.52,139.35,92.96,38.459,223.8009,19.1468,,170.832
28981,50.57,61.08,-101.58,37.179,119.0724,19.1496,,128.86655
28982,-31.07,147.75,63.22,36.329,212.844,19.1504,,163.68315
28983,-35.24,200.93,47.95,37.729,202.6077,19.1558,,209.5565
28984,-44.13,250.43,60.75,36.299,202.8349,19.1565,,261.44446
28985,84.52,122.27,-179.84,37.659,122.7726,19.1616,,233.31526
28986,-38.94,203.09,65.2,37.589,207.224,19.1634,,216.82462
28987,-3.41,66.22,-12.26,36.749,176.4402,19.1639,,67.431625
28988,-12.13,71.4,15.28,38.749,201.1813,19.1644,,74.017395
28989,84.52,132.73,-184.89,38.319,124.4872,19.1637,,242.78632
28990,48.15,165.63,-143.51,37.109,140.5153,19.1663,,224.38101
28991,-41.56,180.75,103.99,37.119,219.8623,19.1743,,212.63046
28992,6.93,216.3,-83.28,37.149,164.2272,19.1756,,231.88202
28993,7.56,72.93,-38.87,38.149,155.9484,19.1776,,82.98684
28994,-43.92,222.72,78.58,38.979,208.9391,19.18,,240.22485
28995,93.23,157.12,-208.84,38.459,125.9839,19.1843,,277.47552
28996,-15.2,56.62,64.96,37.109,239.6975,19.1951,,87.50238
28997,-31.54,152.02,63.23,37.019,212.2317,19.1956,,167.63914
28998,-51.35,248.48,102.08,36.999,211.9731,19.1955,,273.4949
28999,-31.65,151.25,64.61,37.499,212.8036,19.1956,,167.48952
29000,-21.15,228.57,-15.27,36.869,183.9114,19.1962,,230.05377
29001,80.08,93.17,-158.67,37.169,118.349,19.2049,,200.67293
29002,-21.33,231.51,-15.62,36.499,183.8674,19.2056,,233.01466
29003,127.85,-144.25,71.07,38.629,357.3411,19.2066,,205.43765
29004,-17.22,86.95,31.36,37.709,209.3567,19.2092,,94.022766
29005,-38.97,142.91,215.91,37.239,247.7625,19.2096,,261.83786
29006,-17.82,67.14,135.81,38.039,255.5648,19.2124,,152.54405
29007,-36.62,137.06,154.02,38.119,239.0811,19.213,,209.40063
29008,-13.42,191.4,-25.17,36.419,179.8034,19.2146,,193.51378
29009,20.21,170.09,-95.36,38.089,154.4703,19.2183,,196.0423
29010,34.9,67.18,-81.87,36.919,128.8192,19.2252,,111.50722
29011,-15.78,58.2,76.83,37.659,243.8693,19.2261,,97.668304
29012,-50.61,200.05,167.75,37.279,230.3307,19.227,,265.93503
29013,-21.06,229.31,-15.4,38.269,183.879,19.2276,,230.78943
29014,73.81,105.85,-156.16,36.689,122.6337,19.2292,,202.57858
29015,42.13,168.53,-134.08,37.219,143.3722,19.2304,,219.4419
29016,-49.63,193.56,173.74,35.869,232.3452,19.2406,,264.79086
29017,-33.55,140.47,94.25,38.029,223.9632,19.2427,,172.4543
29018,12.36,171.51,-80.01,38.519,159.5313,19.2491,,189.65771
29019,-49.97,198.26,165.31,37.299,230.1641,19.2547,,262.92856
29020,9.16,153.07,-67.51,36.629,160.962,19.2551,,167.5468
29021,-39.4,145.35,219.68,37.629,247.7835,19.258,,266.3424
29022,-41.28,153.15,197.21,35.083,243.147,19.2601,,253.08249
29023,-19.33,225.03,-18.7,35.263,182.8546,19.2625,,226.6315
29024,-5.0,240.2,-62.06,35.329,171.8199,19.2682,,248.13803
29025,-28.78,191.14,26.77,37.639,196.7699,19.2708,,195.1395
29026,0.91,195.76,-62.4,35.743,168.1227,19.2747,,205.4667
29027,-17.67,283.34,-42.5,37.279,178.6081,19.2758,,287.05408
29028,-18.63,70.31,77.89,37.729,238.6623,19.277,,106.57122
29029,114.6,109.47,-213.72,35.889,114.5309,19.2783,,266.0697
29030,-42.66,249.41,57.22,38.199,202.0524,19.2832,,259.42117
29031,49.89,70.56,-104.84,37.469,122.3778,19.2846,,135.86446
29032,-16.5,280.62,-44.61,37.529,178.0342,19.2911,,284.62234
29033,-19.59,74.87,77.17,37.099,236.4948,19.2955,,109.29087
29034,66.7,173.07,-175.05,36.359,135.108,19.3023,,255.03847
29035,-45.03,201.91,109.17,33.913,218.2859,19.303,,233.90904
29036,86.16,120.51,-180.24,36.599,122.1578,19.3043,,233.30809
29037,1.86,202.03,-66.22,37.039,167.5625,19.3075,,212.61389
29038,-2.56,249.97,-70.53,37.269,170.3365,19.3073,,259.74225
29039,63.33,167.29,-167.34,37.053,135.4818,19.3122,,244.94756
29040,37.25,65.87,-84.4,37.949,127.0924,19.318,,113.356865
29041,60.91,66.64,-117.93,38.089,117.174,19.3221,,148.52072
29042,-47.74,184.66,180.25,37.399,234.8623,19.3234,,262.42807
29043,-7.33,165.83,-32.56,37.369,175.6629,19.3242,,169.15517
29044,1.79,207.61,-67.57,36.249,167.6915,19.3277,,218.33649
29045,-25.8,111.57,68.73,37.949,221.6484,19.329,,133.55643
29046,-3.52,67.1,-11.65,37.519,177.0903,19.3374,,68.19474
29047,-36.8,181.21,73.71,37.619,211.7484,19.3442,,199.05896
29048,-42.0,246.53,57.2,36.889,202.1899,19.3484,,256.54022
29049,-18.91,105.68,28.86,36.599,204.5364,19.3484,,111.169914
29050,-27.45,188.23,23.92,37.829,195.9654,19.3501,,191.71907
29051,73.82,85.54,-145.24,37.319,118.3335,19.3514,,184.01398
29052,-27.38,185.33,24.98,36.739,196.433,19.354,,188.99966
29053,-33.86,202.73,44.02,37.509,201.3274,19.3546,,210.19922
29054,14.3,229.74,-101.43,37.029,160.8803,19.3565,,251.54126
29055,91.52,138.94,-196.29,38.209,123.9063,19.3615,,257.31305
29056,-42.65,248.59,59.39,33.503,202.5861,19.3623,,259.12003
29057,-16.72,209.63,-20.08,37.189,182.0109,19.3627,,211.25223
29058,39.79,219.84,-147.17,37.609,148.9589,19.3671,,267.5292
29059,-43.3,223.69,79.02,36.399,208.9381,19.3709,,241.1561
29060,-43.89,247.35,66.29,37.359,204.2445,19.3723,,259.81287
29061,96.61,160.33,-213.53,35.479,125.793,19.3743,,283.96173
29062,-11.69,45.3,92.66,37.669,255.8925,19.3745,,103.80087
29063,-31.99,124.49,121.37,36.389,234.831,19.3813,,176.78178
29064,-3.2,66.3,-12.11,37.769,176.5036,19.3845,,67.472824
29065,-36.69,208.24,54.85,37.489,203.9808,19.3888,,218.44582
29066,-48.54,186.57,197.14,37.489,237.257,19.3888,,275.73297
29067,-41.36,168.71,131.99,38.079,228.3141,19.3893,,218.16295
29068,34.76,168.0,-119.99,37.549,146.853,19.3908,,209.35582
29069,49.51,-59.74,50.55,37.939,343.6074,19.3914,,92.60351
29070,-43.2,251.17,61.57,36.649,202.9347,19.411,,262.18976
29071,-2.42,252.59,-70.42,36.369,170.4954,19.4114,,262.23376
29072,-41.57,246.65,56.5,37.039,202.0094,19.412,,256.4304
29073,90.77,151.93,-200.88,37.779,126.0002,19.415,,267.72128
29074,-21.32,80.75,136.9,37.459,251.0148,19.4194,,160.36432
29075,-34.34,176.17,64.61,37.989,209.6523,19.4216,,190.76047
29076,-43.3,163.49,212.04,37.779,243.3905,19.4219,,271.22836
29077,-1.42,262.7,-75.73,35.759,169.9098,19.4218,,273.40143
29078,-38.68,147.21,173.74,35.629,240.5864,19.4263,,230.98163
29079,-16.79,64.12,73.3,35.669,239.6284,19.4292,,98.82393
29080,-13.93,77.8,21.91,39.039,205.0005,19.4338,,82.01788
29081,70.29,151.04,-170.2,36.799,131.317,19.4391,,238.1634
29082,55.05,127.04,-137.01,37.669,132.8152,19.4397,,194.78554
29083,-29.08,112.61,117.69,37.109,236.934,19.4456,,165.46176
29084,-10.48,164.04,-22.43,38.399,179.3809,19.4461,,165.89774
29085,-35.65,193.16,60.23,36.909,206.6772,19.4475,,205.44917
29086,-3.37,66.72,-11.57,36.869,177.0555,19.4479,,67.79956
29087,-37.85,172.05,93.01,38.029,218.2767,19.4482,,199.21016
29088,2.72,205.32,-67.8,36.109,167.3445,19.456,,216.24185
29089,-3.2,265.66,-71.9,37.469,170.976,19.4574,,275.23642
29090,54.34,94.01,-121.41,36.519,126.7386,19.4622,,162.88371
29091,95.05,158.31,-209.54,36.909,125.9313,19.4661,,279.2912
29092,-39.32,252.0,45.01,36.599,199.0339,19.4767,,258.99026
29093,-17.07,195.37,-13.03,38.699,183.819,19.4774,,196.54669
29094,-40.52,181.78,103.57,37.969,219.6046,19.4788,,213.10228
29095,-33.13,127.34,144.63,37.769,239.4425,19.4796,,195.52727
29096,-37.2,160.94,103.87,37.899,222.9032,19.4799,,195.12688
29097,-14.37,54.59,72.05,37.679,243.9159,19.4815,,91.53014
29098,-14.88,204.68,-22.36,35.469,181.1078,19.4925,,206.43471
29099,68.13,172.0,-175.22,36.789,134.7363,19.4936,,254.80923
29100,-9.83,242.15,-47.67,37.059,175.5576,19.5004,,246.99329
29101,-30.8,151.13,65.17,33.873,212.9805,19.5043,,167.43968
29102,23.37,139.37,-89.08,37.759,150.3345,19.5068,,167.0491
29103,53.0,65.11,-105.52,37.799,119.5939,19.5069,,134.84355
29104,44.03,213.53,-151.02,37.289,147.093,19.5197,,265.2183
29105,8.42,154.0,-64.4,36.759,162.1249,19.5229,,167.13544
29106,68.16,-63.66,-1.04,37.409,20.187,19.5236,,93.27091
29107,-1.93,272.49,-76.14,38.139,170.4052,19.5249,,282.93433
29108,50.31,70.61,-104.43,37.539,122.3547,19.5254,,135.72949
29109,-40.17,266.94,42.49,38.019,197.8627,19.5271,,273.26907
29110,-36.22,206.33,56.38,36.839,204.513,19.5281,,216.9393
29111,19.72,64.12,-56.25,37.659,139.8597,19.5284,,87.546074
29112,-33.27,170.51,64.85,35.982,210.3555,19.5305,,185.43483
29113,-48.43,198.04,162.43,37.109,229.7028,19.5333,,260.66992
29114,-40.9,269.51,44.48,37.019,198.2125,19.5347,,276.20087
29115,-42.16,202.16,94.67,37.419,214.8243,19.5389,,227.17513
29116,-8.28,209.18,-41.32,36.329,175.4983,19.5405,,213.38269
29117,-22.9,87.5,128.38,38.159,247.0063,19.5459,,157.04167
29118,-32.96,126.5,200.42,37.179,249.184,19.5563,,239.2839
29119,-9.1,263.24,-55.11,36.579,174.7445,19.5641,,269.10077
29120,-41.32,200.02,91.62,35.899,214.3182,19.5647,,223.85167
29121,-45.68,175.81,218.99,37.169,242.2214,19.5707,,284.52142
29122,-33.19,143.06,96.61,37.789,224.1475,19.5755,,175.78746
29123,50.31,70.26,-103.99,37.779,122.2899,19.5871,,135.20903
29124,-39.16,150.76,196.21,36.889,243.5274,19.5955,,250.52036
29125,-1.44,197.9,-54.52,34.649,170.6116,19.5971,,205.27765
29126,12.09,151.39,-70.7,34.963,159.3171,19.598,,167.52191
29127,22.43,65.13,-60.76,37.009,137.7027,19.5989,,91.85205
29128,34.99,-5.23,-38.4,37.219,79.4228,19.6003,,52.21315
29129,-43.4,238.96,74.64,37.899,206.6827,19.6074,,254.07985
29130,-47.74,194.16,169.11,36.939,231.4839,19.6112,,261.86905
29131,36.14,203.58,-132.8,35.213,149.6331,19.6135,,245.73717
29132,-45.41,175.66,218.2,38.159,242.1474,19.6148,,283.77762
29133,29.02,207.53,-120.99,37.439,153.085,19.6169,,241.96992
29134,-32.84,174.61,60.9,37.059,208.6676,19.6177,,187.81886
29135,-47.73,196.87,161.11,35.539,229.6422,19.6185,,258.82886
29136,1.1,3.3,-3.01,37.149,138.4124,19.6188,,4.600011
29137,-40.21,167.42,131.67,38.269,228.4802,19.6199,,216.75629
29138,9.04,203.58,-79.76,36.709,163.6068,19.6242,,218.83371
29139,-29.58,126.99,88.58,37.759,225.051,19.6253,,157.63202
29140,89.26,98.49,-171.22,37.279,117.4744,19.6268,,216.75774
29141,10.73,119.22,-57.93,37.299,158.2463,19.632,,132.9828
29142,50.49,70.45,-104.15,37.282,122.2979,19.6322,,135.49785
29143,4.64,225.81,-76.47,35.489,166.7517,19.6333,,238.45198
29144,-45.69,178.78,200.66,37.939,239.1106,19.6351,,272.6065
29145,-45.05,174.58,218.84,36.869,242.4222,19.6362,,283.5465
29146,-40.91,171.09,133.04,38.729,228.1524,19.6383,,220.55624
29147,-47.62,197.33,159.72,36.919,229.3213,19.6394,,258.29688
